Sergio Fajardo hizo el oso en Bogota|Sergio Fajardo hacer_el_oso Bogota|-3
Fajardo Presidente en Twitter: ;Para celebrar el triunfo de Colombia no se pierdan esta noche, en el noticiero del Canal Caracol, la entrevista que María Alejandra Villamizar y Juan Roberto Vargas nos hicieron a Claudia López y a mi. Muy buena. #sepuede. SF;| celebr triunf colombi pierd  noticier canal caracol  mari alejandr villamiz juan robert varg claudi lopez  muy buen  #sepuede  SF   |3
B�squelo en google, #FajardoLogr� endeudar y ser el peor gobernador de Antioquia. pic.twitter.com/sSUN5mrXr9&mdash; Hern�n Ariza (@HernanArizaG) March 26, 2018		| |-5
#NoMasLosMismosDeSiempre #LaFuerzaDeLaEsperanza@sergio_fajardo Presidente https://t.co/wxP403ZXGE&mdash; Jairo Guti�rrez Q (@JairoVillavo) March 21, 2018		| |3
#FajardoLogr� que las mujeres fueran reconocidas por sus talentos y capacidades con la creaci�n del concurso Mujeres J�venes Talento. All� se destacaron por su inteligencia, dejando a un lado el estereotipo de belleza f�sica que impone la sociedad. pic.twitter.com/07pW5Hop7s&mdash; Compromiso Antioquia (@Compromiso_Ant) March 25, 2018		| |4
Dos tintos con el mejor caf� del mundo: 4 mil pesos.Una nueva consulta interpartidista: 40 mil millones de pesos.Saber a tiempo de qu� cala�a son @sergio_fajardo y @DeLaCalleHum: � no tiene precio ! pic.twitter.com/ryUR54QpSo&mdash; Retador (@Rettador) March 27, 2018		| |-4
Toy aterraooo en Twitter: ;Encuesta superimparcial:;Si las elecciones para presidente fueran mañana usted votaría:;A. Por la sangre y la mezquindad de Uribe;B. Por el robo y la corrupción de Vargas Ll.;C. Por la tibieza y la falta de carácter de Fajardo;D. Por salvar el futuro y asegurar la vida(PETRO);| encuest superimparcial  elecciones presidente fueran mañan vot   sangre mezquind uribe  rob corrupcion vargas_ll   tibiez falt caract fajard  salv futur asegur vida(petro)       |-4
#FajardoLogr� combinar urbanismo con inclusi�n social, generando cohesi�n social. pic.twitter.com/lb7aIFssaI&mdash; CarlosMario Guerrero (@guerrerocm93) March 25, 2018		| |4
¡Juan Psicólogo! en Twitter: ;Yo confío mucho en Fajardo, y de todo corazón quiero que sea el próximo Presidente de mi país: 📖;;https://t.co/ZAJpY6JJLu;| confi fajard  corazon quier proxim presidente pais  📖    |5
;Entre nos;, me dijo un joven del Centro Democr�tico de mi confianza, ;la estrategia nuestra es poner a los fajardistas en contra de Petro;Miren a ver @DeLaCalleHum, @sergio_fajardo y @petrogustavo si van a permitir que nos pongan a pelear, debemos estar unidos #ElPa�sPrimero&mdash; Mafe Carrascal (@MafeCarrascal) March 28, 2018		| |0
Llaneros con Robledo en Twitter: ;Excelente reunión de voluntarios de la Coalición Colombia en Villavicencio, vamos a transformar este país. No más los mismos con las mismas. #SePuede #LaFuerzaDeLaEsperanza… https://t.co/q9VY8JZJhQ;| excelente reunion voluntari _Coalicion_Colombia  transform  No  #sepuede #lafuerzadelaesperanza…   |4
Ramírez Jaramillo en Twitter: ;¿Consulta entre De La Calle y Fajardo? ¿Las elecciones las está organizando la Dimayor? Ya dejen de ser vagos descarados y no jodan más.;| ¿consult calle fajardo? elecciones organiz dimayor? dejen vag descar jod     |-3
Vamos a lanzar las Olimpiadas del Conocimiento Colombia donde reconoceremos a j�venes con talento. A trav�s de las Olimpiadas se posicionan referentes de talento y el mensaje de que estudiar vale la pena. #ConEducaci�nSePuede@sergio_fajardo https://t.co/lcNZlc8TVc pic.twitter.com/y8W5QtVGrJ&mdash; Compromiso Ciudadano (@compromisociu) March 25, 2018		| |4
QUE HUMBERTO DE LA CALLE SE UNA A FAJARDO, QUE SE CAMBIE DE SEXO, QUE SE HAGA EL AFRO, QUE ATAQUE A URIBE O VARGAS LLERAS,QUE SE TOME UN TINTO O FUME BAZUCA CON EL QUE QUIERA.PERO REINTEGRE LOS 40 MIL MILLONES QUE MALGASTO COMO EL PEOR DE LOS CORRUPTOS�&mdash; @Juanitadelmar2 (@Juanitadelmar2) March 27, 2018		| |-5
carlosarroyavemuñoz en Twitter: ;yo creo que esa frase la encontraste en google y por eso robaste tan facilñ aqui en antioquia… ;| cre frase encontr google rob facilñ antioquia…    |-4
Gobernación Manabí en Twitter: ;#GoberManabí @diazfabr “El compromiso del Gobierno Nacional es con Ustedes de trabajar por su seguridad y la de todos”  @PoliciaEcuador @ECU911PVO @JCBermuM @ANT_ECUADOR #ManabíSeguro… https://t.co/BXDQbE1L97;| #gobermanab @diazfabr “el compromis ustedes segur todos”  @policiaecu @ecu911pv @jcbermum @ant_ecu #manabiseguro…   |3
(((David Ghitis))) en Twitter: ;En la Guajira están sin comida para los niños… pero los sinvergüenzas De la Calle y Fajardo quieren despilfarrar otros $40,000 millones en una consulta entre perdedores. @DeLaCalleHum @sergio_fajardo;| guajir com niños… sinverguenz calle fajard quieren despilfarr $40 consult perdedores  @delacallehum @sergio_fajard   |-5
Fajardo Presidente en Twitter: ;Tenemos claro qué haremos el 8 de agosto. Vamos a vincular a toda la sociedad en la construcción de un país con nuevos protagonistas. Convocaremos al Gran Pacto Nacional por la Educación desde un lugar especial. La educación es la tarea de Colombia. #ConEducaciónSePuede #ElEquipo… https://t.co/m0bHqvufKs;| tenem clar harem agost  vam vincul socied construccion nuev protagon  convoc gran pact educ lug especial  educ tare colombi  #coneducacionsepuede #elequipo…   |5
Diana Duque en Twitter: ;“Colombia será lo que nosotros queramos que ella sea. La posición más fácil es aceptarla tal cual es,pero la resignación no es una tarea digna de esta generación”.Por eso yo creo, profundamente, en la #FuerzaDeLaEsperanza en @sergio_fajardo @ClaudiaLopez,#SePuede;| “colombi quer  posicion facil aceptarl resign tare dign generacion” cre  profund  #fuerzadelaesper @sergio_fajard @claudialopez #sepuede   |5
Willi sarcas tico en Twitter: ;Hay que ser mas berraco!!! si quiere llegar a presidente @sergio_fajardo;| berraco!!! lleg presidente @sergio_fajard|-3
Carmen Aristegui en Twitter: ;.@sergio_fajardo: ;Vamos a cambiar con reconciliación; https://t.co/yXH01j0RuP;|  @sergio_fajard   vam cambi reconcili    |4
Brayan valencia en Twitter: ;#fajardologro Demostrar que se puede llegar a gobernar sin comprar votos, sin maquinarias o trampas 🖐️🖐️🖐️🖐️;| #fajardologr demostr lleg gobern compr vot  maquinari tramp 🖐️🖐️🖐️🖐️   |5
Ernesto Samper P. en Twitter: ;Acercamiento entre Fajardo y De la Calle está muy bienvenido. Y sería aún mejor si invitaran a @petrogustavo. Al parecer, estamos llegando a una situación de polarización social que va a enfrentar a la sociedad en una especie de guerra civil pasiva… https://t.co/8354A021au;| acerc fajard calle bienven  sería mejor invit @petrogustav   lleg situacion polariz social enfrent socied especie guerr civil pasiva…   |0
Asombrosa la capacidad de @sergio_fajardo para hablar horas sin decir nada, pero m�s asombrosa la falta de capacidad de sus seguidores que piensan que realmente est� diciendo algo.&mdash; Pel�culasColombianas (@Pelicolombianas) March 28, 2018		| |-3
Compromiso Antioquia en Twitter: ;Juntos #SePuede construir la Colombia digna y reconciliada que nos merecemos. ¡Esta es  #LaFuerzaDeLaEsperanza!  #FajardoPresidente… https://t.co/75jklnCLyH;| junt #sepuede constru colombi dign reconcili merecem  ¡est  #lafuerzadelaesperanza!  #fajardopresidente…   |4
Esta noche, 10 pm, no se vayan a perder la segunda parte de mi entrevista con Yamid Amat en CM&amp;, Canal Uno. Preguntas y respuestas fundamentales sobre Colombia. Por qu� Fajardo Presidente de Colombia? #sepuede.SF&mdash; Fajardo Presidente (@sergio_fajardo) March 28, 2018		| |1
David Fajardo en Twitter: ;#FajardoLogró como alcalde de Medellín combinar inclusión social y urbanismo con la construcción del Parque Explora, el Jardín Botánico, la Casa de la Lectura Infantil y los Parques Biblioteca, aulas ciudadanas para la ciencia y la cultura, que fortalecieron lo público.… https://t.co/vNYSiKN4ZO;| #fajardologr alcalde medellin combin inclusion social urban construccion parque explor  jardin botanic  cas lectur infantil parques bibliotec  aul ciudadan cienci cultur  fortalec public   |4
Jhon Jairo Velasquez en Twitter: ;Dr Sergio Fajardo: se filtró que el café ☕️ que se tomó con Humberto de la Calle no funcionó... le aconsejo que le haga 500 de Nuca, ahí si se queda con esos millones de votos. Hummmmm;| Dr sergi fajard  filtr cafe ☕️ tom humbert calle funcion    aconsej 500 nuc  ahi vot  hummmmm   |-4
Le esta saliendo MUY MAL la encuesta a @ClaudiaLopezcc @GiordanoBrunoFi@periodista19 @SenorCaicedo@besosxbogota @ColombiaHumana_ @Cloquis@KikePrivatiza @ContraGodarria@FT_Col @HURACANADO @TsukiFaraMontoya #4Caminos#MinAmbienteRenuncie#FajardoLogr�#LasManosDeJosefina pic.twitter.com/VUUSFoPk1Q&mdash; Javi (@JaviGuacaneme) March 26, 2018		| |-2
SantiagoLondoñoUribe en Twitter: ;#FajardoLogró ser reconocido como el Mejor Alcalde y Mejor Gobernador del país. Antioquia ocupó el primer lugar en la implementación de la Ley de Víctimas durante 4 años y logró el primer lugar del Indice de Gobierno Abierto de @PGN_COL y en el de Transparencia. Resultados!;| #fajardologr reconoc mejor alcalde mejor gobern  antioqui ocup implement ley victim logr indice abiert @pgn_col transparente  resultados!     |4
Compromiso Antioquia en Twitter: ;;Las normas se han hecho para que las decisiones colectivas primen sobre las individuales;: @ClaudiaLopez #ClaudicaVice #LaFuerzaDeLaEsperanza;|  norm decisiones colect primen individuales   @claudialopez #claudicavice #lafuerzadelaesper   |4
Felipe en Twitter: ;El viejito senil @DeLaCalleHum que ya nos tumbó 40 mil millones con @CristoBustos y el @PartidoLiberal, ahora revisa con @sergio_fajardo como darnos en la cabeza con más plata, como si no fuera suficiente con eso y lo que hace la hija en @Colpensiones;| viejit senil @delacallehum tumb mil @cristobust @partidoliberal  revis @sergio_fajard darn cabez plat  fuera suficiente hij @colpensiones   |-4
Te vamos a demoler en las urnas, como te repito: El 85% del Verde y el 95% del polo estamos con @petrogustavo presidente.&mdash; MARIO VELASQUEZ T (@MARIOVTNF) March 21, 2018		| |-3
Amigos y amigas, mi ex novio est� pasando por una situaci�n econ�mica  apremiante y es un gran violinista y m�sico. Si saben de CUALQUIER  trabajo para alguien como �l, les agradezco en el alma me lo hagan  saber. Si no, reg�lenme por fa un RT. pic.twitter.com/8kzdwuIwmR&mdash; Juanita (@juanitapordios) March 27, 2018		| |0
Fajardo Presidente en Twitter: ;Como profesor, reconozco el poder transformador de la educación. En Medellín y Antioquia, llegamos a todos los rincones abriendo la puerta de las oportunidades. Comprobamos que #ConEducaciónSePuede transformar la sociedad. Lo vamos a lograr en Colombia https://t.co/WaDSVac1oJ;| profesor  reconozc transform educ  medellin antioqui  lleg rincones abriend oportun  comprob #coneducacionsepuede transform socied  logr colombi   |5
Hugo Gutiérrez en Twitter: ;La DC #Iquique ha resuelto ser parte del gobierno de Piñera y vota por candidato de derecha para presidir Consejo Regional ; ;Todo la oposición unida: PPD, PS, PC y FA, salvo la DC… https://t.co/sREYtJ7Rct;| DC #iquique resuelt piñer vot candidat derech presid consej regional    oposicion unid  ppd  PS  PC FA  salv dc…   |0
Efrain herrera en Twitter: ;PETRO presidente… ;| petr presidente…    |0
La mayor�a de los amigos que he hecho en este intercambio son de Arquitectura, todos me hablan del ;Milagro de Medell�n; con sus Parques Bibliotecas y su modelo de construcci�n social, #FajardoLogr� un nuevo tiempo para Medell�n&mdash; Arriero (@ArrieroHenaoC) March 25, 2018		| |5
@vickyna en Twitter: ;Gracias presidente Sergio Fajardo!! Usted es nuestro presidente!! Te queremos Fajardo te queremos!! Es un hecho Fajardo presidente!!… https://t.co/bSY6elPRnm;| graci presidente sergi fajardo!! usted presidente!! Te querem fajard queremos!! fajard presidente!!…   |5
FRANCIA JIMÉNEZ  en Twitter: ;Yo creo en la Educación como motor que transformará a Colombia, con @sergio_fajardo #SePuede porque somos#lafuerzadelaesperanza… https://t.co/RnuEuFbJ7y;| educ motor transform colombi  @sergio_fajard #sepuede somos#lafuerzadelaesperanza…    |5
Las2orillas en Twitter: ;Hoy más que nunca necesitamos a un maestro. Un profe que nos enseñe a sumar. Que nos enseñe el valor exponencial de la solidaridad, que nos señale un futuro común. Opinión por @nataliaspringer   https://t.co/J7grdAnMs2;| necesit maestr  profe enseñe sum  enseñe exponencial solidar  señale futur comun  opinion @nataliaspring      |5
Mariana Florez en Twitter: ;#VoluntariosConFajardo y simpatizantes de la campaña de @sergio_fajardo a la presidencia nos reuniremos este martes 27 a las 6 pm en el Hotel Sicarare. Te esperamos. #LaFuerzaDeLaEsperanza #SePuede… https://t.co/RreFKGV2Rl;| #voluntariosconfajard simpatiz campañ @sergio_fajard presidente reun martes 6 pm hotel sicarare  Te esper  #lafuerzadelaesper #sepuede…   |5
CARLOS COLMENARES en Twitter: ;Retweeted Fajardo Presidente (@sergio_fajardo):;;Más mujeres estudiando y con oportunidades. En Colombia el 17,4% de las niñas entre 15 y 19 años están embarazadas o ya son madres. Vamos a reducir el embarazo... https://t.co/EgBv90CZ3L;| retweet fajard presidente (@sergio_fajardo)   mas mujeres estudi oportun  colombi 17 4% niñ 15 19 embaraz madres  vam reduc embaraz      |5
Para dividir, tiempo sobra. Para sumar y multiplicar ac� est� el matem�tico. Es hora de escribir una p�gina llena de oportunidades. Ya lo hemos hecho y lo haremos en Colombia con #LaFuerzaDeLaEsperanza. No se pierdan hoy a las 10:00 p.m la 2da parte de esta entrevista. #ElEquipo pic.twitter.com/0F2k0gVpWj&mdash; Fajardo Presidente (@sergio_fajardo) March 28, 2018		| |4
Fajardo Presidente en Twitter: ;¡Gracias Colombia! Más de dos millones de votos que significan su confianza, las ganas de transformar, de pasar la página. Sabemos que con #LaFuerzaDeLaEsperanza, #SePuede. ;@ClaudiaLopez @JERobledo ;#ElEquipo… https://t.co/T245gnuNGA;| ¡graci colombia! mas vot signific confianz  gan transform  pas pagin  sabem #lafuerzadelaesper  #sepuede   @claudialopez @jerobled  #elequipo…   |3
.@DeLaCalleHum radic� ante @CNE_COLOMBIA consulta para evaluar posible alianza con @sergio_fajardo https://t.co/RlCaZdcPWo #VocesySonidos pic.twitter.com/uAY7aQkS5U&mdash; BluRadio Colombia (@BluRadioCo) March 27, 2018		| |0
1. Gustavo Petro https://t.co/HoPKbE9pfu�2. Humberto de la Calle https://t.co/uyrboEbzVP 3. Ivan Duque https://t.co/krWGCznYY9 4. Sergio Fajardo https://t.co/6wllBhO5nV�5. Germ�n Vargas Lleras https://t.co/jOY0HivAyB&mdash; Esteban Madrigal (@BanMadrigal) March 27, 2018		| |0
Amir Sajim en Twitter: ;El gran éxito de Fajardo, por primera vez en la historia #FajardoLogró que Antioquia baje de categoría afectando el funcionamiento del departamento, No más ineptos, necesitamos un presidente capaz #DuquePresidente 🇨🇴… https://t.co/RQ907ZQNnd;| exit fajard  histori #fajardologr antioqui baje categor afect funcion departament  inept  necesit presidente capaz #duquepresidente 🇨🇴…    |0
David Millán Orozco en Twitter: ;Esa percepción es respetable, pero no nos regulan las percepciones sino la Constitución y las leyes, y así como Uribe pudo ser presidente después de haber sido destituido como Alcalde de Medellín, también puede serlo un exguerrillero que ha firmado y respetado un proceso de paz.… https://t.co/rGNS26EGzm;| esa percepcion respet  regul percepciones constitu leyes  uribe presidente destitu alcalde medellin  serl exguerriller firm respet proces paz   |0
Claudia Sanchez en Twitter: ;Así mismo estrategias de no decersion!… ;| estrategi decersion!…    |2
Sus expresiones hablan por s� solas los hechos d Fajardo con �xito y reconocimientos hablan mucho mejor q su mala intenci�n feliz noche.&mdash; Ronald Camacho (@roger5co) March 28, 2018		| |0
No desinforme!!! pic.twitter.com/Cf2bMmC511&mdash; Pastel (@Angelicacastib6) March 29, 2018		| |-2
Juan Pablo en Twitter: ;En Semana Santa ¡NO PARAMOS! #LaFuerzaDeLaEsperanza… ;| ¡no paramos! #lafuerzadelaesperanza…    |4
Fajardo Presidente en Twitter: ;#Atención. Información de nuestra campaña importante para la ciudadanía.  #ElEquipo.… ;| #atencion  inform campañ import ciudadan   #elequip    |0
Bravo chaval, apoyando dictaduras donde no se respetan los derechos humanos...pero eso a ti �ni fu ni fa� la pela es la pela????Xavi Hern�ndez, designado primer embajador global de Qatar 2022 https://t.co/xe1SKC6KOM v�a @abc_es&mdash; Yolanda Couceiro (@yolandacmorin) March 26, 2018		| |0
Fajardo y de La Calle tomaron tanto caf� que esta noche se van a desvelar m�s que cuando salen las encuestas.&mdash; VARGASVIL (@VargasvilCol) March 27, 2018		| |-3
#FajardoCharladito : �No nos ha ido tan mal, despu�s de todo estoy para Presidente� @sergio_fajardo&mdash; La Silla Vac�a (@lasillaenvivo) March 21, 2018		| |1
#ConTigoEnElFEP #MinAmbienteRenuncie #YTBattleRoyale #QuieroGanarConMundoMillosDEMOSTRAR QUE EN ELGOBIERNO SANTOSLOS INEPTOS SON CASTIGADOSCON IMPUNIDAD#FajardoLogr� pic.twitter.com/k8oSOXWwbu&mdash; JEAM_79� COLOMBIA!???? (@JEAM_79v2) March 25, 2018		| |1
Compromiso Antioquia en Twitter: ;Con Olimpiadas del Conocimiento Colombia convertiremos a los buenos estudiantes en héroes y nuevos referentes. ¡Ya lo hicimos en Medellín y Antioquia! #ConEducaciónSePuede;| olimpi conoc colombi convert buen estudi heroes nuev referentes  ¡ya hic medellin antioquia! #coneducacionsepuede   |3
Poncho en Twitter: ;Por fa pónganle un hashtag para que se propague rápidamente. Quedo atento.… ;| ponganle hashtag propague rapid  atent     |0
Tati cardona en Twitter: ;Por qué es tan difícil para la gente entender que es redondeada, en serio necesitamos un presidente que nos enseñe un poquito de matemáticas #FajardoPresidente @sergio_fajardo… https://t.co/Mm7Cmortut;| dificil gente entend redonde  seri necesit presidente enseñe poquit matemat #fajardopresidente @sergio_fajardo…   |3
#FajardoLogr� demostrar con hechos que es el candidato m�s preparado para asumir la Jefatura del Estado e iniciar un cambio hist�rico en Colombia: pic.twitter.com/NiW88b1azC&mdash; Juan Pablo (@OrtegaSterling) March 25, 2018		| |5
#FajardoLogr� crear el programa Caf�s Especiales donde m�s de 2 mil familias participaron en la competencia de la Taza Caf� de Antioquia, 12 mil personas recibieron asistencia t�cnica y 550 j�venes crearon emprendimientos alrededor del caf�. pic.twitter.com/m3vTA4tCcc&mdash; Compromiso Ciudadano (@compromisociu) March 25, 2018		| |4
Alejandro ha nacido sano y estamos FELICES. No olvidamos a los ni�os que mueren por causas evitables. Por eso colaboramos con @unicef_es. Alejandro has been born healthy. We can�t forget about the children that die due to causes that are avoidable. ?? https://t.co/uDYd0BYloM pic.twitter.com/Q450qaeHtq&mdash; Sergio Ramos (@SergioRamos) March 28, 2018		| |4
;Necesitamos una nueva pol�tica de Ciencia que realmente nos ponga en el siglo XXI. Esa es la apuesta de nuestro proyecto pol�tico. Una Ciencia que nos una y que ponga en evidencia tantos talentos que existen en nuestro pa�s;: @sergio_fajardo #ConEducaci�nSePuede pic.twitter.com/0E1NbL95o3&mdash; Compromiso Ciudadano - Bogot� (@compromisobog) March 21, 2018		| |5
Dionisio en Twitter: ;Gracias por prestarmela Alex… ;| graci prestarmel alex…    |0
Eso lo le�, el nuevo gobernador no quiso continuar con ese proyecto educativo, as� si como, si no hay continuidad pasa lo que aqu� en Bogota, se da un paso adelante y uno atr�s.   No ser�n falsos rumores o exageraciones, les voy a buscar el informe que le� y me cuentan por fa&mdash; ????????? (@mia_miau_miau) March 25, 2018		| |-1
Duke presidente.... m�s desigualdad, m�s falsos positivos, m�s agro ingreso, m�s terrenos en Mosquera. ......m�s plata para los poderosos.......&mdash; Afonso (@Afonso96473926) March 21, 2018		| |0
✩RTCali Tus RTuits!✩ en Twitter: ;RT sergio_fajardo: La subida al Páramo de Letras, desde Mariquita, es de 80 kms. La más larga de Colombia.Vamos en los primeros kms. Muchas veces subí Patios y Palmas. Cazaremos ahora a los escapados. Lo más importante en una subida es saber regular. #LaFuerzaDeLaEsperanza #…;| sergio_fajard  sub param letr  mariquit  80 kms  larg colombi vam primer kms  much veces sub pati palm  caz escap  import sub regul  #lafuerzadelaesper #…   |4
Fajardo + De la calle + el se�or que no sabe administrar = sumar�an  los mismos votos de la consulta pasada. Eso significa que la segunda vuelta ser�a Duque  vs ???? Estar�n muy buenas las elecciones!!&mdash; Alberto Cuesta Gomez (@beto_cuesta) March 28, 2018		| |-3
Fajardo Presidente en Twitter: ;Toda Colombia va a saber cómo vamos avanzando en nuestra educación y va a ser nuestro orgullo nacional; pero tiene que pasar por la dignidad de los maestros y maestras, es una obligación para hacer una transformación. #ElEquipo #ConEducaciónSePuede https://t.co/IyvLNOK3cK;| tod colombi avanz educ orgull nacional  dignid maestr maestr  oblig transform  #elequip #coneducacionsepuede    |4
Felipe Pineda Ruiz en Twitter: ;Ante quienes acusan de terroristas o mafiosos a sus contendores #FajardoPropone una ;revolución serena; sensata, realizable, y eficaz para derrotar a quienes encarnan el odio y la división.… https://t.co/jMoofuGhfA;| ante acus terror mafios contendores #fajardopropone  revolu seren  sensat  realiz  eficaz derrot encarn odi division   |4
Compromiso Antioquia en Twitter: ;Con @sergio_fajardo los niños en Medellín empiezan a acceder a servicios integrales en nutrición, salud, educación y recreación. Más de 44.000 menores de 6 años recibieron atención integral, y 128.000 recibieron al menos uno de los componentes del programa. #ConEducaciónSePuede;| @sergio_fajard niñ medellin empiez acced servici integrales nutricion  salud  educ recreacion  menores recib atencion integral  recib componentes program  #coneducacionsepuede       |5
Compromiso Ciudadano en Twitter: ;Nuestra primera tarea será construir el Pacto Nacional por la Educación para comprometer a la sociedad colombiana para apostarle a la educación como proyecto de país. @sergio_fajardo #ConEducaciónSePuede;| nuestr tare constru pact educ compromet socied colombian apostarle educ proyect  @sergio_fajard #coneducacionsepuede            |4
Lo primero que haremos cuando lleguemos a la Presidencia de Colombia es convocar al Gran Pacto Nacional por la Educaci�n. Hoy a las 10:00 a.m. presentaremos nuestra propuesta completa. Sabemos que #ConEducaci�nSePuede transformar a Colombia. Nos vemos por Facebook Live. #ElEquipo pic.twitter.com/PMOLwUinDA&mdash; Fajardo Presidente (@sergio_fajardo) March 22, 2018		| |4
#FajardoLogr� que Antioquia obtuviera el mejor desempe�o de todos los departamentos del pa�s en Gobierno Abierto, transparencia y en inversi�n de regal�as. https://t.co/LQL5Drg1Vz pic.twitter.com/hDIWH6G9qV&mdash; Erika Zapata (@erijozata) March 25, 2018		| |4
Con mucho gusto. Voy a hacer un  aporte m�s positivo para tu vida: se escribe �vaya�, �Duque� y �Trump�. Tener mala ortograf�a para mi es de mal gusto y no habla muy bien de un individuo (sin juzgarte porque no te conozco). #ConEducacionSePuede&mdash; Lorena B ???? (@lore_br5) March 29, 2018		| |0
EFE Noticias en Twitter: ;Kim proclama en China su compromiso con la desnuclearización de Corea https://t.co/ulzqUISKwv;| kim proclam chin compromis desnucleariz core   |0
Rossana Cogollo O en Twitter: ;Si fueran más allá de sus egos escogerían a @DeLaCalleHum y ya tendríamos Presidente sin segunda vuelta !! Todavia se puede @sergio_fajardo @ClaudiaLopez @AntanasMockus @ClaraLopezObre… https://t.co/3IPCoke6uJ;| fueran egos escog @delacallehum tendríamos presidente !! todavi @sergio_fajard @claudialopez @antanasmockus @claralopezobre…    |4
Daniel Gilchrist M. en Twitter: ;@sergio_fajardo #FajardoLogró que la educación fuera primera plana en Med y Ant.;En toda Colombia también #SePuede… ;| @sergio_fajard #fajardologr educ fuera plan med ant  colombi #sepuede…    |4
Claudia López en Twitter: ;Claro que #SePuede!!!!#LaFuerzaDeLaEsperanza           💚❤️💚❤️💚❤️💚❤️💚❤️… ;| clar #sepuede!!!!#lafuerzadelaesper               |5
JuanchacoPanda 🐼 en Twitter: ;#ArtistasDeSemanaSanta el Bendito Fajardo… ;| #artistasdesemanasant bendit fajardo…    |3
Exacto Sergio.  Con esas patadas sembraron el germen,  Luego lo alimentaron Carmen Hertz, toda la UDP, el FA y el PC. Ah� vamos nuevamente, a la involuci�n.&mdash; jorge wemyss (@jorge_wemyss) March 23, 2018		| |0
malasmadres en Twitter: ;;Le diría a Sergio Ramos que ha perdido una estupenda oportunidad para dar un gran ejemplo a los chicos que le admiran. A nosotras, al contrario que a Lopetegui, no solo no nos encanta sino que nos defrauda;, afirma @henarconh.;https://t.co/0o2kmdYCuw;|  diri sergi ram perd estupend oportun dar ejempl chic admir   contrari lopetegui  encant defraud   afirm @henarconh    |0
FRANCIA JIMÉNEZ  en Twitter: ;El ICETEX al igual que el ICFES deben cambiar su enfoque y su visión pensando más en quienes no tienen posibilidad y acceso a la Educación con @sergio_fajardo #SePuede somos  #LaFuerzaDeLaEsperanza… https://t.co/PDV5peIC9q;| icetex igual icfes deben cambi enfoque vision pens posibil acces educ @sergio_fajard #sepuede  #lafuerzadelaesperanza…   |3
Claudia López en Twitter: ;El país que queremos construir con @sergio_fajardo es basado en la inteligencia y este no va a ser posible si seguimos con violencia, polarización o  corrupción; de estas tres cosas tenemos que salir para gobernar y transformar a Colombia #DebateVicepresidencialEnLaW #ClaudiaVice;| querem constru @sergio_fajard bas inteligente posible segu violenci  polariz  corrupcion  tres sal gobern transform colombi #debatevicepresidencialenlaw #claudiavice   |4
Carlos F. Galán en Twitter: ;De la Calle no quiso hacer la consulta liberal en marzo. Grave error para los liberales. Fajardo se negó a hace una consulta interpartidista en marzo. Grave error para los verdes. Hoy ya no hay vía jurídica q les permita unirse alrededor a Fajardo distinta a pagar 40 mil millones;| calle quis consult liberal  grave error liberales  fajard neg consult interpartid  grave error verdes  juridic permit unirse alrededor fajard distint pag mil   |-3
Jessica De La Peña en Twitter: ;Señor Fajardo, ud dice q recursos públicos son sagrados,pero despilfarrar 40mil millones en una consulta, para luego terminar en alianza y nisiquiera haber ido con cabeza en alto hasta 1era vuelta no le parece un sacrilegio? También es falta de seriedad suya formar parte de esto.… https://t.co/9boKfU7p88;| señor fajard  recurs public sagr despilfarr 40mil consult  termin alianz nisiqu ido cabez alto parece sacrilegio? tambien falt seried form    |-4
Al proponer la educaci�n como elemento central en la transformaci�n de nuestra sociedad, la pol�tica misma se convertir� en actividad educadora, y a los pol�ticos les corresponder� buena parte del liderazgo pedag�gico de la sociedad. @sergio_fajardo en 2010. #ConEducaci�nSePuede&mdash; Compromiso Ciudadano (@compromisociu) March 21, 2018		| |2
Excelente reuni�n de voluntarios de la Coalici�n Colombia en Villavicencio, vamos a transformar este pa�s. No m�s los mismos con las mismas. #SePuede #LaFuerzaDeLaEsperanza pic.twitter.com/me55LzC8lX&mdash; Llaneros con Robledo (@LlanosEsRobledo) March 23, 2018		| |3
#FajardoLogr� pasar d 21% septiembre a 10% en Marzo Y SIGUE BAJANDOHasta cu�ndo se van a seguir enga�ando Fajardistas, politas y Verdes viches q van pal&#39; suelo?La pol�tica TIBIA d ubicarse en un centro tibio, gris, excluyente NO LES FUNCION�#MinAmbienteRenuncie #ChaoFajardo pic.twitter.com/oFhAGjSUVV&mdash; Javi (@JaviGuacaneme) March 26, 2018		| |-4
Fajardo Presidente en Twitter: ;Me acuesto feliz. Entré al mundo de la política para hacer de la educación el motor de la transformación social. Hoy presenté nuestra propuesta de educación para Colombia. Sin duda, extraordinaria. Qué orgullo. Pueden leerla en https://t.co/UuTqP6zdNh #sepuede;| acuest feliz  entre mund politic educ motor transform social  presente propuest educ colombi  dud  extraordinari  orgull  pueden leerl #sepuede   |4
Charlie Marlow en Twitter: ;A los que creen que Sergio Fajardo reúne las cualidades para ser presidente todavía ignoran que el niño Dios son el papá y la mamá.;| creen sergi fajard reune cualidades presidente todav ignor niñ dios pap mam    |-2
Qu� bueno ser�a que Sergio Fajardo le contara al pa�s cu�ntos miles de usuario hubo desconectados de los servicios p�blicos en su alcald�a mientras �l derrochaba miles de millones en publicidad, alumbrados para inflar su ego y hasta $2.800 millones en p�lvora #FajardoLogr� ??&mdash; Mulato (@bladodiaz) March 25, 2018		| |-4
